Category,File,JSON_dB,WAV_dB,ΔdB
차량경적,1.자동차_10193_1.wav,103,79.15,23.85
차량경적,1.자동차_10194_1.wav,102,78.15,23.85
차량경적,1.자동차_10196_1.wav,108,80.88,27.12
차량경적,1.자동차_10197_1.wav,70,62.91,7.09
차량경적,1.자동차_10198_1.wav,110,78.42,31.58
차량경적,1.자동차_102_1.wav,118,81.32,36.68
차량경적,1.자동차_10200_1.wav,103,81.61,21.39
차량경적,1.자동차_10201_1.wav,108,80.51,27.49
차량경적,1.자동차_10202_1.wav,116,79.94,36.06
차량경적,1.자동차_10203_1.wav,118,78.18,39.82
차량경적,1.자동차_10204_1.wav,100,81.87,18.13
차량경적,1.자동차_10206_1.wav,120,79.92,40.08
차량경적,1.자동차_10207_1.wav,105,76.19,28.81
차량경적,1.자동차_10208_1.wav,108,79.57,28.43
차량경적,1.자동차_10209_1.wav,105,78.38,26.62
차량경적,1.자동차_10210_1.wav,123,73.87,49.13
차량경적,1.자동차_10211_1.wav,75,52.21,22.79
차량경적,1.자동차_10212_1.wav,128,73.39,54.61
차량경적,1.자동차_10213_1.wav,112,73.75,38.25
차량경적,1.자동차_10214_1.wav,117,79.45,37.55
차량경적,1.자동차_10216_1.wav,125,81.67,43.33
차량경적,1.자동차_10218_1.wav,119,77.59,41.41
차량경적,1.자동차_10219_1.wav,127,74.1,52.9
차량경적,1.자동차_10220_1.wav,108,75.85,32.15
차량경적,1.자동차_10222_1.wav,109,73.92,35.08
차량경적,1.자동차_10223_1.wav,116,75.73,40.27
차량경적,1.자동차_10225_1.wav,124,78.84,45.16
차량경적,1.자동차_10226_1.wav,116,81.95,34.05
차량경적,1.자동차_10228_1.wav,106,76.15,29.85
차량경적,1.자동차_10229_1.wav,71,52.01,18.99
차량경적,1.자동차_10230_1.wav,127,79.13,47.87
차량경적,1.자동차_10231_1.wav,111,77.59,33.41
차량경적,1.자동차_10232_1.wav,120,75.19,44.81
차량경적,1.자동차_10234_1.wav,102,78.95,23.05
차량경적,1.자동차_10235_1.wav,122,75.14,46.86
차량경적,1.자동차_10236_1.wav,126,76.59,49.41
차량경적,1.자동차_10237_1.wav,103,80.79,22.21
차량경적,1.자동차_10239_1.wav,72,57.36,14.64
차량경적,1.자동차_10241_1.wav,122,76.41,45.59
차량경적,1.자동차_10242_1.wav,106,77.26,28.74
차량경적,1.자동차_10243_1.wav,126,78.18,47.82
차량경적,1.자동차_10244_1.wav,104,78.36,25.64
차량경적,1.자동차_10245_1.wav,120,75.48,44.52
차량경적,1.자동차_10246_1.wav,119,77.65,41.35
차량경적,1.자동차_10247_1.wav,119,72.05,46.95
차량경적,1.자동차_10250_1.wav,109,80.78,28.22
차량경적,1.자동차_10251_1.wav,126,79.5,46.5
차량경적,1.자동차_10252_1.wav,128,74.81,53.19
차량경적,1.자동차_10254_1.wav,123,78.19,44.81
차량경적,1.자동차_10255_1.wav,126,76.78,49.22
차량경적,1.자동차_10258_1.wav,109,77.35,31.65
차량경적,1.자동차_10261_1.wav,127,79.71,47.29
차량경적,1.자동차_10262_1.wav,119,74.58,44.42
차량경적,1.자동차_10265_1.wav,111,74.31,36.69
차량경적,1.자동차_10266_1.wav,119,75.7,43.3
차량경적,1.자동차_10267_1.wav,71,69.94,1.06
차량경적,1.자동차_10269_1.wav,102,80.67,21.33
차량경적,1.자동차_10270_1.wav,114,79.7,34.3
차량경적,1.자동차_10272_1.wav,102,80.06,21.94
차량경적,1.자동차_10275_1.wav,109,75.37,33.63
차량경적,1.자동차_10276_1.wav,71,73.33,2.33
차량경적,1.자동차_10277_1.wav,105,74.17,30.83
차량경적,1.자동차_10278_1.wav,103,80.54,22.46
차량경적,1.자동차_10279_1.wav,91,74.04,16.96
차량경적,1.자동차_10280_1.wav,116,77.87,38.13
차량경적,1.자동차_10281_1.wav,115,74.55,40.45
차량경적,1.자동차_10282_1.wav,100,79.01,20.99
차량경적,1.자동차_10283_1.wav,119,77.62,41.38
차량경적,1.자동차_10285_1.wav,114,79.32,34.68
차량경적,1.자동차_10287_1.wav,126,73.81,52.19
차량경적,1.자동차_10288_1.wav,111,79.41,31.59
차량경적,1.자동차_10289_1.wav,107,73.02,33.98
차량경적,1.자동차_10290_1.wav,100,78.44,21.56
차량경적,1.자동차_10291_1.wav,101,80.0,21.0
차량경적,1.자동차_10292_1.wav,126,78.41,47.59
차량경적,1.자동차_10293_1.wav,104,75.65,28.35
차량경적,1.자동차_10294_1.wav,110,78.26,31.74
차량경적,1.자동차_10295_1.wav,111,80.41,30.59
차량경적,1.자동차_10296_1.wav,127,74.47,52.53
차량경적,1.자동차_10297_1.wav,105,78.7,26.3
차량경적,1.자동차_10298_1.wav,106,79.14,26.86
차량경적,1.자동차_10301_1.wav,121,75.32,45.68
차량경적,1.자동차_10302_1.wav,122,79.82,42.18
차량경적,1.자동차_10303_1.wav,102,80.28,21.72
차량경적,1.자동차_10305_1.wav,101,75.29,25.71
차량경적,1.자동차_10307_1.wav,92,74.0,18.0
차량경적,1.자동차_10308_1.wav,100,73.49,26.51
차량경적,1.자동차_10309_1.wav,113,78.46,34.54
차량경적,1.자동차_10310_1.wav,107,75.72,31.28
차량경적,1.자동차_10311_1.wav,112,74.72,37.28
차량경적,1.자동차_10312_1.wav,69,50.99,18.01
차량경적,1.자동차_10313_1.wav,125,77.52,47.48
차량경적,1.자동차_10315_1.wav,105,77.75,27.25
차량경적,1.자동차_10316_1.wav,103,78.71,24.29
차량경적,1.자동차_10317_1.wav,113,76.08,36.92
차량경적,1.자동차_10318_1.wav,102,75.64,26.36
차량경적,1.자동차_10319_1.wav,117,80.15,36.85
차량경적,1.자동차_10320_1.wav,123,78.94,44.06
차량경적,1.자동차_10321_1.wav,125,80.83,44.17
차량경적,1.자동차_10322_1.wav,111,78.74,32.26
차량경적,1.자동차_10323_1.wav,125,76.85,48.15
차량경적,1.자동차_10324_1.wav,106,77.0,29.0
차량경적,1.자동차_10327_1.wav,123,80.2,42.8
차량경적,1.자동차_10328_1.wav,119,78.6,40.4
차량경적,1.자동차_10331_1.wav,101,77.87,23.13
차량경적,1.자동차_10332_1.wav,111,73.55,37.45
차량경적,1.자동차_10333_1.wav,111,79.91,31.09
차량경적,1.자동차_10334_1.wav,121,77.54,43.46
차량경적,1.자동차_10335_1.wav,127,74.1,52.9
차량경적,1.자동차_10336_1.wav,116,75.4,40.6
차량경적,1.자동차_10337_1.wav,118,74.91,43.09
차량경적,1.자동차_10338_1.wav,120,80.07,39.93
차량경적,1.자동차_10339_1.wav,122,77.97,44.03
차량경적,1.자동차_10340_1.wav,122,77.64,44.36
차량경적,1.자동차_10341_1.wav,114,76.46,37.54
차량경적,1.자동차_10343_1.wav,109,78.76,30.24
차량경적,1.자동차_10344_1.wav,110,76.55,33.45
차량경적,1.자동차_10346_1.wav,116,82.3,33.7
차량경적,1.자동차_10347_1.wav,102,73.57,28.43
차량경적,1.자동차_10348_1.wav,121,78.25,42.75
차량경적,1.자동차_10349_1.wav,109,78.57,30.43
차량경적,1.자동차_10350_1.wav,117,78.91,38.09
차량경적,1.자동차_10352_1.wav,119,74.59,44.41
차량경적,1.자동차_10353_1.wav,109,77.17,31.83
차량경적,1.자동차_10354_1.wav,126,77.57,48.43
차량경적,1.자동차_10355_1.wav,118,79.42,38.58
차량경적,1.자동차_10356_1.wav,119,73.96,45.04
차량경적,1.자동차_10357_1.wav,115,76.52,38.48
차량경적,1.자동차_10359_1.wav,116,77.08,38.92
차량경적,1.자동차_10361_1.wav,115,77.25,37.75
차량경적,1.자동차_10362_1.wav,122,77.68,44.32
차량경적,1.자동차_10363_1.wav,101,77.73,23.27
차량경적,1.자동차_10367_1.wav,115,77.77,37.23
차량경적,1.자동차_10370_1.wav,103,78.35,24.65
차량경적,1.자동차_10371_1.wav,120,77.61,42.39
차량경적,1.자동차_10374_1.wav,124,80.71,43.29
차량경적,1.자동차_10375_1.wav,127,81.6,45.4
차량경적,1.자동차_10376_1.wav,123,73.56,49.44
차량경적,1.자동차_10377_1.wav,121,80.02,40.98
차량경적,1.자동차_10378_1.wav,112,76.48,35.52
차량경적,1.자동차_10379_1.wav,122,78.27,43.73
차량경적,1.자동차_10382_1.wav,108,78.22,29.78
차량경적,1.자동차_10383_1.wav,112,80.94,31.06
차량경적,1.자동차_10384_1.wav,127,77.67,49.33
차량경적,1.자동차_10385_1.wav,117,76.26,40.74
차량경적,1.자동차_10386_1.wav,107,79.72,27.28
차량경적,1.자동차_10387_1.wav,126,78.7,47.3
차량경적,1.자동차_10388_1.wav,118,73.52,44.48
차량경적,1.자동차_10391_1.wav,103,79.07,23.93
차량경적,1.자동차_10392_1.wav,108,75.47,32.53
차량경적,1.자동차_10394_1.wav,124,74.29,49.71
차량경적,1.자동차_10397_1.wav,112,80.27,31.73
차량경적,1.자동차_10398_1.wav,104,71.38,32.62
차량경적,1.자동차_10399_1.wav,116,74.06,41.94
차량경적,1.자동차_10400_1.wav,112,76.67,35.33
차량경적,1.자동차_10401_1.wav,68,56.16,11.84
차량경적,1.자동차_10402_1.wav,127,80.19,46.81
차량경적,1.자동차_10403_1.wav,103,79.37,23.63
차량경적,1.자동차_10404_1.wav,117,81.2,35.8
차량경적,1.자동차_10405_1.wav,116,80.84,35.16
차량경적,1.자동차_10406_1.wav,101,76.57,24.43
차량경적,1.자동차_10409_1.wav,108,77.16,30.84
차량경적,1.자동차_10410_1.wav,122,79.75,42.25
차량경적,1.자동차_10411_1.wav,105,75.87,29.13
차량경적,1.자동차_10414_1.wav,118,81.29,36.71
차량경적,1.자동차_10416_1.wav,117,78.63,38.37
차량경적,1.자동차_10417_1.wav,118,79.81,38.19
차량경적,1.자동차_10418_1.wav,123,73.38,49.62
차량경적,1.자동차_10419_1.wav,126,78.02,47.98
차량경적,1.자동차_10422_1.wav,100,78.19,21.81
차량경적,1.자동차_10423_1.wav,113,79.31,33.69
차량경적,1.자동차_10424_1.wav,122,75.99,46.01
차량경적,1.자동차_10426_1.wav,121,78.12,42.88
차량경적,1.자동차_10427_1.wav,106,77.54,28.46
차량경적,1.자동차_10429_1.wav,121,78.51,42.49
차량경적,1.자동차_10430_1.wav,111,77.7,33.3
차량경적,1.자동차_10431_1.wav,111,78.69,32.31
차량경적,1.자동차_10433_1.wav,103,76.3,26.7
차량경적,1.자동차_10434_1.wav,102,75.6,26.4
차량경적,1.자동차_10436_1.wav,111,78.22,32.78
차량경적,1.자동차_10437_1.wav,127,78.84,48.16
차량경적,1.자동차_10439_1.wav,100,78.36,21.64
차량경적,1.자동차_10441_1.wav,111,80.2,30.8
차량경적,1.자동차_10442_1.wav,127,79.47,47.53
차량경적,1.자동차_10443_1.wav,115,78.83,36.17
차량경적,1.자동차_10444_1.wav,124,76.77,47.23
차량경적,1.자동차_10445_1.wav,113,77.64,35.36
차량경적,1.자동차_10447_1.wav,109,77.75,31.25
차량경적,1.자동차_10448_1.wav,75,69.81,5.19
차량경적,1.자동차_10450_1.wav,124,77.54,46.46
차량경적,1.자동차_10451_1.wav,118,76.06,41.94
차량경적,1.자동차_10452_1.wav,126,78.45,47.55
차량경적,1.자동차_10453_1.wav,125,79.48,45.52
차량경적,1.자동차_10455_1.wav,123,76.38,46.62
차량경적,1.자동차_10456_1.wav,70,74.03,4.03
차량경적,1.자동차_10460_1.wav,116,79.25,36.75
차량경적,1.자동차_10461_1.wav,114,80.6,33.4
차량경적,1.자동차_10462_1.wav,112,77.53,34.47
차량경적,1.자동차_10464_1.wav,111,75.37,35.63
차량경적,1.자동차_10465_1.wav,130,79.53,50.47
차량경적,1.자동차_10467_1.wav,125,71.13,53.87
차량경적,1.자동차_10469_1.wav,116,72.85,43.15
차량경적,1.자동차_10470_1.wav,103,72.24,30.76
차량경적,1.자동차_10471_1.wav,110,80.25,29.75
차량경적,1.자동차_10473_1.wav,101,77.72,23.28
차량경적,1.자동차_10474_1.wav,102,79.13,22.87
차량경적,1.자동차_10475_1.wav,100,77.69,22.31
차량경적,1.자동차_10476_1.wav,112,76.34,35.66
차량경적,1.자동차_10478_1.wav,118,79.59,38.41
차량경적,1.자동차_10482_1.wav,115,81.4,33.6
차량경적,1.자동차_10483_1.wav,112,72.5,39.5
차량경적,1.자동차_10484_1.wav,114,77.39,36.61
차량경적,1.자동차_10485_1.wav,123,76.74,46.26
차량경적,1.자동차_10487_1.wav,119,80.4,38.6
차량경적,1.자동차_10489_1.wav,116,79.34,36.66
차량경적,1.자동차_10493_1.wav,107,79.32,27.68
차량경적,1.자동차_10494_1.wav,116,78.26,37.74
차량경적,1.자동차_10496_1.wav,121,77.18,43.82
차량경적,1.자동차_10498_1.wav,122,80.65,41.35
차량경적,1.자동차_10499_1.wav,121,73.69,47.31
차량경적,1.자동차_10500_1.wav,107,78.57,28.43
차량경적,1.자동차_10501_1.wav,104,74.48,29.52
차량경적,1.자동차_10502_1.wav,126,78.1,47.9
차량경적,1.자동차_10503_1.wav,126,78.64,47.36
차량경적,1.자동차_10504_1.wav,104,79.47,24.53
차량경적,1.자동차_10505_1.wav,111,77.02,33.98
차량경적,1.자동차_10507_1.wav,119,74.12,44.88
차량경적,1.자동차_10509_1.wav,123,79.13,43.87
차량경적,1.자동차_10510_1.wav,100,76.36,23.64
차량경적,1.자동차_10512_1.wav,113,71.87,41.13
차량경적,1.자동차_10514_1.wav,113,76.41,36.59
차량경적,1.자동차_10518_1.wav,121,79.27,41.73
차량경적,1.자동차_10519_1.wav,102,77.78,24.22
차량경적,1.자동차_10520_1.wav,126,71.19,54.81
차량경적,1.자동차_10521_1.wav,100,77.26,22.74
차량경적,1.자동차_10522_1.wav,117,78.64,38.36
차량경적,1.자동차_10524_1.wav,115,80.97,34.03
차량경적,1.자동차_10528_1.wav,121,76.61,44.39
차량경적,1.자동차_10531_1.wav,123,77.99,45.01
차량경적,1.자동차_10535_1.wav,100,78.16,21.84
차량경적,1.자동차_10537_1.wav,104,78.72,25.28
차량경적,1.자동차_10538_1.wav,115,76.38,38.62
차량경적,1.자동차_10539_1.wav,112,80.72,31.28
차량경적,1.자동차_10540_1.wav,115,78.89,36.11
차량경적,1.자동차_10541_1.wav,117,78.82,38.18
차량경적,1.자동차_10542_1.wav,122,77.49,44.51
차량경적,1.자동차_10543_1.wav,109,73.18,35.82
차량경적,1.자동차_10544_1.wav,113,78.75,34.25
차량경적,1.자동차_10546_1.wav,105,74.61,30.39
차량경적,1.자동차_10547_1.wav,103,76.1,26.9
차량경적,1.자동차_10548_1.wav,119,79.16,39.84
차량경적,1.자동차_10549_1.wav,124,78.75,45.25
차량경적,1.자동차_10551_1.wav,126,74.85,51.15
차량경적,1.자동차_10552_1.wav,104,77.07,26.93
차량경적,1.자동차_10553_1.wav,121,77.65,43.35
차량경적,1.자동차_10554_1.wav,74,55.39,18.61
차량경적,1.자동차_10555_1.wav,122,74.35,47.65
차량경적,1.자동차_10556_1.wav,112,77.39,34.61
차량경적,1.자동차_10557_1.wav,112,76.27,35.73
차량경적,1.자동차_10558_1.wav,117,78.01,38.99
차량경적,1.자동차_10559_1.wav,130,68.23,61.77
차량경적,1.자동차_10560_1.wav,116,79.16,36.84
차량경적,1.자동차_10561_1.wav,121,77.03,43.97
차량경적,1.자동차_10562_1.wav,110,75.82,34.18
차량경적,1.자동차_10563_1.wav,124,78.08,45.92
차량경적,1.자동차_10564_1.wav,125,83.29,41.71
차량경적,1.자동차_10566_1.wav,125,76.9,48.1
차량경적,1.자동차_10567_1.wav,106,78.5,27.5
차량경적,1.자동차_10569_1.wav,117,75.72,41.28
차량경적,1.자동차_10570_1.wav,113,78.78,34.22
차량경적,1.자동차_10571_1.wav,108,75.83,32.17
차량경적,1.자동차_10572_1.wav,113,78.28,34.72
차량경적,1.자동차_10573_1.wav,75,70.93,4.07
차량경적,1.자동차_10575_1.wav,111,75.69,35.31
차량경적,1.자동차_10577_1.wav,107,78.51,28.49
차량경적,1.자동차_10578_1.wav,104,76.19,27.81
차량경적,1.자동차_10579_1.wav,122,78.63,43.37
차량경적,1.자동차_10580_1.wav,127,75.26,51.74
차량경적,1.자동차_10581_1.wav,110,81.36,28.64
차량경적,1.자동차_10583_1.wav,114,79.41,34.59
차량경적,1.자동차_10584_1.wav,108,79.74,28.26
차량경적,1.자동차_10585_1.wav,123,80.07,42.93
차량경적,1.자동차_10586_1.wav,123,74.16,48.84
차량경적,1.자동차_10587_1.wav,117,79.05,37.95
차량경적,1.자동차_10588_1.wav,100,81.76,18.24
차량경적,1.자동차_10589_1.wav,102,80.66,21.34
차량경적,1.자동차_10590_1.wav,109,78.48,30.52
차량경적,1.자동차_10591_1.wav,102,79.31,22.69
차량경적,1.자동차_10592_1.wav,122,75.04,46.96
차량경적,1.자동차_10593_1.wav,124,73.28,50.72
차량경적,1.자동차_10594_1.wav,107,76.98,30.02
차량경적,1.자동차_10595_1.wav,108,76.79,31.21
차량경적,1.자동차_10597_1.wav,122,78.44,43.56
차량경적,1.자동차_10598_1.wav,119,76.64,42.36
차량경적,1.자동차_10599_1.wav,122,77.56,44.44
차량경적,1.자동차_106_1.wav,71,71.78,0.78
차량경적,1.자동차_10600_1.wav,119,77.29,41.71
차량경적,1.자동차_10601_1.wav,105,80.27,24.73
차량경적,1.자동차_10602_1.wav,108,76.83,31.17
차량경적,1.자동차_10603_1.wav,113,76.51,36.49
차량경적,1.자동차_10604_1.wav,118,77.33,40.67
차량경적,1.자동차_10606_1.wav,101,79.4,21.6
차량경적,1.자동차_10608_1.wav,113,79.06,33.94
차량경적,1.자동차_10609_1.wav,120,79.97,40.03
차량경적,1.자동차_10610_1.wav,124,77.71,46.29
차량경적,1.자동차_10611_1.wav,108,80.38,27.62
차량경적,1.자동차_10612_1.wav,104,78.16,25.84
차량경적,1.자동차_10613_1.wav,102,77.93,24.07
차량경적,1.자동차_10614_1.wav,104,79.84,24.16
차량경적,1.자동차_10615_1.wav,116,72.54,43.46
차량경적,1.자동차_10616_1.wav,121,76.01,44.99
차량경적,1.자동차_10617_1.wav,127,80.3,46.7
차량경적,1.자동차_10618_1.wav,123,80.56,42.44
차량경적,1.자동차_10619_1.wav,119,79.56,39.44
차량경적,1.자동차_10620_1.wav,118,78.01,39.99
차량경적,1.자동차_10621_1.wav,103,76.6,26.4
차량경적,1.자동차_10622_1.wav,125,74.82,50.18
차량경적,1.자동차_10624_1.wav,75,61.82,13.18
차량경적,1.자동차_10625_1.wav,122,75.66,46.34
차량경적,1.자동차_10626_1.wav,101,79.97,21.03
차량경적,1.자동차_10627_1.wav,102,79.54,22.46
차량경적,1.자동차_10628_1.wav,103,78.81,24.19
차량경적,1.자동차_10629_1.wav,124,79.66,44.34
차량경적,1.자동차_10631_1.wav,110,75.61,34.39
차량경적,1.자동차_10633_1.wav,115,79.89,35.11
차량경적,1.자동차_10634_1.wav,102,79.77,22.23
차량경적,1.자동차_10635_1.wav,103,80.28,22.72
차량경적,1.자동차_10636_1.wav,112,77.95,34.05
차량경적,1.자동차_10637_1.wav,124,78.94,45.06
차량경적,1.자동차_10638_1.wav,113,77.16,35.84
차량경적,1.자동차_10639_1.wav,72,48.06,23.94
차량경적,1.자동차_10640_1.wav,129,79.42,49.58
차량경적,1.자동차_10641_1.wav,111,75.08,35.92
차량경적,1.자동차_10642_1.wav,124,76.54,47.46
차량경적,1.자동차_10643_1.wav,107,74.62,32.38
