wav_file,json_distance,wav_predicted_distance,json_decibel,wav_predicted_decibel,json_direction,wav_predicted_direction,match_distance,match_decibel,match_direction
1.자동차_1126_1.wav,24m,3.9m,89.0,73.2,우,오른쪽,False,False,False
1.자동차_1127_1.wav,10m,2.9m,111.0,75.7,우,왼쪽,False,False,False
1.자동차_1128_1.wav,10m,3.7m,102.0,73.6,우,오른쪽,False,False,False
1.자동차_112_1.wav,10m,3.6m,89.0,73.9,우,오른쪽,False,False,False
1.자동차_1130_1.wav,10m,3.6m,117.0,74.0,우,오른쪽,False,False,False
1.자동차_1132_1.wav,10m,5.1m,87.0,70.9,우,왼쪽,True,False,False
1.자동차_1133_1.wav,10m,3.9m,125.0,73.3,좌,오른쪽,False,False,False
1.자동차_1134_1.wav,13m,4.0m,85.0,73.1,우,오른쪽,False,False,False
1.자동차_1136_1.wav,10m,3.6m,107.0,73.9,우,왼쪽,False,False,False
1.자동차_1138_1.wav,13m,10.6m,69.0,64.5,우,오른쪽,True,True,False
1.자동차_1139_1.wav,10m,6.3m,72.0,69.0,우,오른쪽,True,True,False
1.자동차_1141_1.wav,10m,12.4m,72.0,63.1,좌,왼쪽,True,False,False
1.자동차_1142_1.wav,1m,3.3m,114.0,74.6,우,왼쪽,True,False,False
1.자동차_1143_1.wav,10m,5.9m,86.0,69.5,우,오른쪽,True,False,False
1.자동차_1144_1.wav,10m,3.3m,128.0,74.5,우,왼쪽,False,False,False
1.자동차_1148_1.wav,11m,9.0m,69.0,65.9,우,오른쪽,True,True,False
1.자동차_1149_1.wav,15m,6.0m,73.0,69.5,우,왼쪽,False,True,False
1.자동차_114_1.wav,10m,3.1m,89.0,75.2,우,오른쪽,False,False,False
1.자동차_1150_1.wav,30m,7.6m,68.0,67.3,우,왼쪽,False,True,False
1.자동차_1151_1.wav,11m,4.6m,71.0,71.8,우,오른쪽,False,True,False
1.자동차_1153_1.wav,10m,6.2m,71.0,69.2,좌,오른쪽,True,True,False
1.자동차_1155_1.wav,10m,3.2m,101.0,74.8,좌,오른쪽,False,False,False
1.자동차_1156_1.wav,3m,2.3m,115.0,78.0,좌,왼쪽,True,False,False
1.자동차_1159_1.wav,10m,2.5m,101.0,77.2,우,왼쪽,False,False,False
1.자동차_1161_1.wav,30m,6.6m,69.0,68.6,우,왼쪽,False,True,False
1.자동차_1164_1.wav,10m,7.7m,71.0,67.3,좌,왼쪽,True,True,False
1.자동차_1165_1.wav,30m,4.1m,102.0,72.7,우,왼쪽,False,False,False
1.자동차_1166_1.wav,5m,4.1m,90.0,72.7,우,오른쪽,True,False,False
1.자동차_1169_1.wav,13m,11.2m,68.0,64.0,우,오른쪽,True,True,False
1.자동차_116_1.wav,10m,1.6m,117.0,81.1,우,오른쪽,False,False,False
1.자동차_1170_1.wav,25m,3.8m,117.0,73.4,우,오른쪽,False,False,False
1.자동차_1171_1.wav,10m,4.9m,116.0,71.1,우,오른쪽,False,False,False
1.자동차_1174_1.wav,12m,18.8m,74.0,59.5,우,오른쪽,False,False,False
1.자동차_1175_1.wav,13m,5.0m,73.0,70.9,우,왼쪽,False,True,False
1.자동차_1176_1.wav,10m,4.5m,109.0,71.9,우,오른쪽,False,False,False
1.자동차_1177_1.wav,10m,7.9m,69.0,67.1,좌,왼쪽,True,True,False
1.자동차_1178_1.wav,5m,3.2m,115.0,74.9,우,오른쪽,True,False,False
1.자동차_1179_1.wav,10m,10.6m,72.0,64.5,좌,왼쪽,True,False,False
1.자동차_1182_1.wav,10m,3.1m,119.0,75.3,우,왼쪽,False,False,False
1.자동차_1183_1.wav,13m,8.7m,73.0,66.2,우,왼쪽,True,False,False
1.자동차_1184_1.wav,13m,4.3m,82.0,72.3,우,왼쪽,False,False,False
1.자동차_1185_1.wav,30m,6.6m,101.0,68.6,우,오른쪽,False,False,False
1.자동차_1187_1.wav,1m,3.5m,122.0,74.1,우,왼쪽,True,False,False
1.자동차_1188_1.wav,5m,3.9m,88.0,73.2,우,오른쪽,True,False,False
1.자동차_1189_1.wav,10m,9.7m,68.0,65.3,좌,왼쪽,True,True,False
1.자동차_1193_1.wav,10m,5.0m,73.0,71.0,우,왼쪽,False,True,False
1.자동차_1196_1.wav,18m,6.0m,72.0,69.4,우,오른쪽,False,True,False
1.자동차_1198_1.wav,13m,6.9m,75.0,68.2,우,왼쪽,False,False,False
1.자동차_1201_1.wav,10m,9.9m,72.0,65.0,우,왼쪽,True,False,False
1.자동차_1202_1.wav,30m,7.0m,75.0,68.1,우,왼쪽,False,False,False
1.자동차_1205_1.wav,1m,7.7m,74.0,67.2,우,오른쪽,False,False,False
1.자동차_1208_1.wav,12m,6.0m,69.0,69.5,우,오른쪽,False,True,False
1.자동차_1210_1.wav,12m,3.4m,106.0,74.4,우,오른쪽,False,False,False
1.자동차_1211_1.wav,10m,5.6m,70.0,70.0,우,오른쪽,True,True,False
1.자동차_1216_1.wav,5m,4.2m,81.0,72.6,우,오른쪽,True,False,False
1.자동차_1217_1.wav,30m,3.9m,118.0,73.3,우,왼쪽,False,False,False
1.자동차_1218_1.wav,10m,12.9m,75.0,62.8,우,왼쪽,True,False,False
1.자동차_1219_1.wav,3m,3.8m,101.0,73.3,우,오른쪽,True,False,False
1.자동차_1220_1.wav,15m,5.6m,71.0,70.0,우,왼쪽,False,True,False
1.자동차_1221_1.wav,3m,2.1m,125.0,78.6,좌,왼쪽,True,False,False
1.자동차_1223_1.wav,18m,10.1m,70.0,65.0,우,오른쪽,False,False,False
1.자동차_1227_1.wav,10m,4.5m,73.0,71.9,좌,오른쪽,False,True,False
1.자동차_1231_1.wav,10m,4.7m,82.0,71.5,우,오른쪽,False,False,False
1.자동차_1233_1.wav,10m,4.7m,111.0,71.5,우,왼쪽,False,False,False
1.자동차_1236_1.wav,10m,9.0m,110.0,65.9,좌,왼쪽,True,False,False
1.자동차_1237_1.wav,10m,4.1m,107.0,72.6,좌,오른쪽,False,False,False
1.자동차_1238_1.wav,10m,4.7m,86.0,71.6,좌,오른쪽,False,False,False
1.자동차_1242_1.wav,3m,1.2m,116.0,83.7,우,왼쪽,True,False,False
1.자동차_1243_1.wav,11m,5.2m,68.0,70.6,우,오른쪽,False,True,False
1.자동차_1246_1.wav,13m,5.1m,74.0,70.8,우,왼쪽,False,True,False
1.자동차_1247_1.wav,20m,5.2m,69.0,70.6,우,오른쪽,False,True,False
1.자동차_1250_1.wav,12m,3.9m,94.0,73.2,우,오른쪽,False,False,False
1.자동차_1253_1.wav,10m,9.4m,75.0,65.6,좌,왼쪽,True,False,False
1.자동차_1256_1.wav,10m,4.8m,79.0,71.4,우,오른쪽,False,False,False
1.자동차_1258_1.wav,13m,7.6m,71.0,67.4,우,왼쪽,False,True,False
1.자동차_1259_1.wav,5m,4.0m,105.0,73.0,우,오른쪽,True,False,False
1.자동차_1266_1.wav,24m,4.8m,83.0,71.4,우,오른쪽,False,False,False
1.자동차_1267_1.wav,10m,5.1m,69.0,70.8,우,오른쪽,True,True,False
1.자동차_1270_1.wav,10m,4.2m,108.0,72.5,좌,오른쪽,False,False,False
1.자동차_1272_1.wav,11m,4.7m,68.0,71.5,우,오른쪽,False,True,False
1.자동차_1273_1.wav,10m,9.5m,72.0,65.4,좌,왼쪽,True,False,False
1.자동차_1274_1.wav,10m,9.7m,71.0,65.2,좌,왼쪽,True,False,False
1.자동차_1275_1.wav,10m,4.0m,122.0,73.0,우,왼쪽,False,False,False
1.자동차_1276_1.wav,20m,5.1m,68.0,70.9,우,오른쪽,False,True,False
1.자동차_1277_1.wav,30m,3.7m,108.0,73.7,우,왼쪽,False,False,False
1.자동차_127_1.wav,10m,1.5m,111.0,81.5,좌,왼쪽,False,False,False
1.자동차_1281_1.wav,30m,7.0m,71.0,68.2,우,왼쪽,False,True,False
1.자동차_1283_1.wav,1m,5.1m,116.0,70.9,우,오른쪽,True,False,False
1.자동차_1284_1.wav,5m,5.1m,80.0,70.9,우,오른쪽,True,False,False
1.자동차_1287_1.wav,3m,2.2m,100.0,78.3,좌,왼쪽,True,False,False
1.자동차_128_1.wav,10m,11.5m,74.0,63.8,우,오른쪽,True,False,False
1.자동차_1290_1.wav,13m,4.2m,79.0,72.4,우,왼쪽,False,False,False
1.자동차_1291_1.wav,1m,9.3m,73.0,65.7,우,오른쪽,False,False,False
1.자동차_1294_1.wav,5m,4.5m,110.0,71.9,우,오른쪽,True,False,False
1.자동차_1295_1.wav,10m,6.0m,83.0,69.4,우,오른쪽,True,False,False
1.자동차_1296_1.wav,10m,5.3m,74.0,70.6,우,왼쪽,True,True,False
1.자동차_1298_1.wav,10m,3.8m,119.0,73.3,좌,오른쪽,False,False,False
1.자동차_129_1.wav,6m,4.5m,69.0,71.9,우,오른쪽,True,True,False
1.자동차_12_1.wav,10m,6.9m,70.0,68.2,우,왼쪽,True,True,False
1.자동차_1300_1.wav,5m,3.6m,103.0,73.8,우,오른쪽,True,False,False
1.자동차_1301_1.wav,12m,7.0m,74.0,68.1,우,오른쪽,True,False,False
1.자동차_1302_1.wav,15m,5.9m,98.0,69.6,우,왼쪽,False,False,False
1.자동차_1303_1.wav,2m,3.5m,119.0,74.1,우,오른쪽,True,False,False
1.자동차_1304_1.wav,10m,3.6m,108.0,73.8,우,오른쪽,False,False,False
1.자동차_1305_1.wav,25m,6.5m,72.0,68.7,우,오른쪽,False,True,False
1.자동차_1306_1.wav,13m,7.0m,69.0,68.1,우,왼쪽,False,True,False
1.자동차_1307_1.wav,30m,7.8m,72.0,67.2,우,왼쪽,False,True,False
1.자동차_1308_1.wav,12m,12.5m,69.0,63.1,우,오른쪽,True,False,False
1.자동차_1309_1.wav,30m,4.1m,119.0,72.6,우,왼쪽,False,False,False
1.자동차_1312_1.wav,13m,4.7m,74.0,71.6,우,왼쪽,False,True,False
1.자동차_1313_1.wav,5m,3.7m,80.0,73.6,우,오른쪽,True,False,False
1.자동차_1314_1.wav,9m,4.2m,114.0,72.6,좌,오른쪽,True,False,False
1.자동차_1316_1.wav,13m,2.9m,118.0,75.7,우,왼쪽,False,False,False
1.자동차_131_1.wav,75m,8.0m,73.0,67.0,우,왼쪽,False,False,False
1.자동차_1322_1.wav,10m,5.3m,70.0,70.5,우,오른쪽,True,True,False
1.자동차_1323_1.wav,10m,3.8m,76.0,73.5,좌,오른쪽,False,True,False
1.자동차_1324_1.wav,2m,3.9m,109.0,73.2,좌,왼쪽,True,False,False
1.자동차_1326_1.wav,10m,4.3m,111.0,72.3,좌,오른쪽,False,False,False
1.자동차_1327_1.wav,2m,3.8m,121.0,73.4,좌,오른쪽,True,False,False
1.자동차_1329_1.wav,10m,5.3m,74.0,70.6,좌,왼쪽,True,True,False
1.자동차_1330_1.wav,10m,2.5m,105.0,77.2,우,오른쪽,False,False,False
1.자동차_1331_1.wav,13m,7.2m,103.0,67.8,우,오른쪽,False,False,False
1.자동차_133_1.wav,20m,2.5m,114.0,77.2,좌,왼쪽,False,False,False
1.자동차_1342_1.wav,10m,3.9m,101.0,73.2,우,왼쪽,False,False,False
1.자동차_1343_1.wav,11m,6.9m,75.0,68.3,우,오른쪽,True,False,False
1.자동차_1349_1.wav,24m,4.7m,106.0,71.5,우,오른쪽,False,False,False
1.자동차_1350_1.wav,13m,4.8m,73.0,71.5,우,왼쪽,False,True,False
1.자동차_1351_1.wav,13m,7.6m,87.0,67.4,우,오른쪽,False,False,False
1.자동차_1354_1.wav,10m,4.7m,95.0,71.5,우,오른쪽,False,False,False
1.자동차_1356_1.wav,10m,6.4m,70.0,68.9,좌,오른쪽,True,True,False
1.자동차_1357_1.wav,10m,4.7m,72.0,71.5,좌,오른쪽,False,True,False
1.자동차_1360_1.wav,1m,4.1m,110.0,72.8,우,오른쪽,True,False,False
1.자동차_1361_1.wav,30m,5.4m,102.0,70.4,우,왼쪽,False,False,False
1.자동차_1364_1.wav,9m,4.0m,82.0,72.9,좌,오른쪽,True,False,False
1.자동차_1371_1.wav,2m,4.6m,99.0,71.7,좌,왼쪽,True,False,False
1.자동차_1373_1.wav,5m,4.1m,77.0,72.7,우,오른쪽,True,True,False
1.자동차_1374_1.wav,30m,3.8m,106.0,73.4,우,왼쪽,False,False,False
1.자동차_1375_1.wav,10m,8.5m,69.0,66.4,좌,왼쪽,True,True,False
1.자동차_1376_1.wav,2m,5.2m,87.0,70.7,좌,오른쪽,True,False,False
1.자동차_1377_1.wav,1m,4.9m,84.0,71.1,우,오른쪽,True,False,False
1.자동차_1378_1.wav,12m,5.9m,69.0,69.6,우,오른쪽,False,True,False
1.자동차_1379_1.wav,30m,5.1m,95.0,70.9,우,왼쪽,False,False,False
1.자동차_1380_1.wav,1m,12.8m,71.0,62.9,우,오른쪽,False,False,False
1.자동차_1385_1.wav,9m,4.5m,115.0,71.9,좌,왼쪽,True,False,False
1.자동차_1387_1.wav,9m,4.3m,106.0,72.3,좌,오른쪽,True,False,False
1.자동차_138_1.wav,6m,3.3m,75.0,74.6,우,왼쪽,True,True,False
1.자동차_1390_1.wav,13m,4.9m,73.0,71.2,우,왼쪽,False,True,False
1.자동차_1391_1.wav,10m,5.1m,99.0,70.8,좌,오른쪽,True,False,False
1.자동차_1392_1.wav,13m,5.1m,80.0,70.8,우,왼쪽,False,False,False
1.자동차_1393_1.wav,1m,4.2m,119.0,72.5,우,오른쪽,True,False,False
1.자동차_1397_1.wav,60m,11.1m,73.0,64.1,우,오른쪽,False,False,False
1.자동차_1398_1.wav,10m,2.5m,107.0,77.1,우,오른쪽,False,False,False
1.자동차_139_1.wav,10m,3.8m,78.0,73.3,우,왼쪽,False,True,False
1.자동차_1401_1.wav,13m,8.9m,68.0,66.0,우,왼쪽,True,True,False
1.자동차_1404_1.wav,11m,9.7m,71.0,65.2,우,오른쪽,True,False,False
1.자동차_1405_1.wav,10m,5.7m,70.0,69.9,우,오른쪽,True,True,False
1.자동차_1406_1.wav,13m,8.1m,74.0,66.8,우,왼쪽,True,False,False
1.자동차_1407_1.wav,10m,5.3m,110.0,70.5,우,왼쪽,True,False,False
1.자동차_1410_1.wav,5m,3.6m,85.0,73.9,우,오른쪽,True,False,False
1.자동차_1411_1.wav,10m,11.3m,71.0,64.0,우,왼쪽,True,False,False
1.자동차_1412_1.wav,10m,3.5m,126.0,74.1,우,오른쪽,False,False,False
1.자동차_1413_1.wav,1m,3.8m,127.0,73.3,우,왼쪽,True,False,False
1.자동차_1414_1.wav,25m,6.4m,69.0,68.9,우,오른쪽,False,True,False
1.자동차_1415_1.wav,5m,3.3m,112.0,74.7,우,오른쪽,True,False,False
1.자동차_1416_1.wav,15m,6.4m,71.0,68.9,우,왼쪽,False,True,False
1.자동차_1417_1.wav,13m,7.6m,68.0,67.4,우,왼쪽,False,True,False
1.자동차_1418_1.wav,13m,5.3m,84.0,70.5,우,왼쪽,False,False,False
1.자동차_141_1.wav,10m,2.8m,77.0,76.1,우,오른쪽,False,True,False
1.자동차_1420_1.wav,10m,5.2m,78.0,70.7,우,오른쪽,True,False,False
1.자동차_1421_1.wav,2m,3.6m,122.0,73.9,좌,왼쪽,True,False,False
1.자동차_1429_1.wav,10m,11.4m,68.0,63.9,좌,왼쪽,True,True,False
1.자동차_1430_1.wav,10m,3.4m,89.0,74.4,우,왼쪽,False,False,False
1.자동차_1432_1.wav,15m,6.9m,75.0,68.3,우,왼쪽,False,False,False
1.자동차_1433_1.wav,11m,6.3m,78.0,69.0,우,오른쪽,True,False,False
1.자동차_1434_1.wav,10m,5.9m,74.0,69.7,좌,오른쪽,True,True,False
1.자동차_1437_1.wav,10m,10.3m,74.0,64.7,좌,왼쪽,True,False,False
1.자동차_1438_1.wav,10m,4.8m,70.0,71.3,우,왼쪽,False,True,False
1.자동차_1440_1.wav,30m,3.6m,108.0,73.8,우,왼쪽,False,False,False
1.자동차_1441_1.wav,15m,5.3m,72.0,70.6,우,왼쪽,False,True,False
1.자동차_1442_1.wav,1m,5.6m,119.0,70.1,우,오른쪽,True,False,False
1.자동차_1443_1.wav,2m,5.9m,92.0,69.5,우,오른쪽,True,False,False
1.자동차_1444_1.wav,10m,4.0m,73.0,72.9,좌,오른쪽,False,True,False
1.자동차_1445_1.wav,15m,5.2m,78.0,70.7,우,왼쪽,False,False,False
1.자동차_1446_1.wav,2m,3.8m,107.0,73.3,좌,오른쪽,True,False,False
1.자동차_1447_1.wav,10m,4.5m,69.0,72.0,우,왼쪽,False,True,False
1.자동차_1448_1.wav,10m,4.3m,98.0,72.3,우,왼쪽,False,False,False
1.자동차_1450_1.wav,10m,5.1m,100.0,70.8,좌,왼쪽,True,False,False
1.자동차_1454_1.wav,10m,8.6m,122.0,66.3,좌,왼쪽,True,False,False
1.자동차_1455_1.wav,10m,3.9m,97.0,73.2,우,오른쪽,False,False,False
1.자동차_1458_1.wav,5m,3.3m,106.0,74.7,우,오른쪽,True,False,False
1.자동차_1459_1.wav,10m,3.7m,103.0,73.6,좌,오른쪽,False,False,False
1.자동차_145_1.wav,10m,3.9m,80.0,73.3,우,왼쪽,False,False,False
1.자동차_1460_1.wav,25m,3.8m,93.0,73.3,우,오른쪽,False,False,False
1.자동차_1461_1.wav,1m,4.0m,126.0,72.9,우,오른쪽,True,False,False
1.자동차_1463_1.wav,10m,4.3m,90.0,72.3,우,오른쪽,False,False,False
1.자동차_1464_1.wav,11m,9.1m,75.0,65.8,우,오른쪽,True,False,False
1.자동차_1466_1.wav,10m,11.7m,74.0,63.6,좌,왼쪽,True,False,False
1.자동차_1468_1.wav,30m,5.0m,81.0,71.0,우,왼쪽,False,False,False
1.자동차_1469_1.wav,11m,14.8m,70.0,61.6,우,오른쪽,True,False,False
1.자동차_1470_1.wav,10m,4.0m,98.0,72.9,우,왼쪽,False,False,False
1.자동차_1471_1.wav,25m,5.2m,69.0,70.7,우,오른쪽,False,True,False
1.자동차_1474_1.wav,10m,3.5m,101.0,74.2,좌,오른쪽,False,False,False
1.자동차_1475_1.wav,10m,13.8m,68.0,62.2,좌,왼쪽,True,False,False
1.자동차_1476_1.wav,10m,4.9m,83.0,71.2,우,오른쪽,False,False,False
1.자동차_1477_1.wav,11m,6.2m,68.0,69.1,우,오른쪽,True,True,False
1.자동차_1478_1.wav,5m,4.9m,78.0,71.3,우,오른쪽,True,False,False
1.자동차_1479_1.wav,13m,8.1m,75.0,66.8,우,왼쪽,True,False,False
1.자동차_1480_1.wav,10m,4.6m,98.0,71.8,우,오른쪽,False,False,False
1.자동차_1481_1.wav,10m,4.6m,77.0,71.8,우,오른쪽,False,False,False
1.자동차_1482_1.wav,11m,9.6m,75.0,65.3,우,오른쪽,True,False,False
1.자동차_1483_1.wav,10m,3.5m,103.0,74.0,우,오른쪽,False,False,False
1.자동차_1489_1.wav,10m,3.0m,125.0,75.3,우,왼쪽,False,False,False
1.자동차_1490_1.wav,10m,3.7m,109.0,73.7,우,오른쪽,False,False,False
1.자동차_1492_1.wav,30m,3.6m,105.0,73.8,우,왼쪽,False,False,False
1.자동차_1495_1.wav,24m,2.6m,112.0,76.8,우,오른쪽,False,False,False
1.자동차_1496_1.wav,10m,6.8m,71.0,68.3,우,왼쪽,True,True,False
1.자동차_1497_1.wav,10m,4.5m,74.0,72.0,우,오른쪽,False,True,False
1.자동차_1499_1.wav,3m,1.7m,112.0,80.4,좌,오른쪽,True,False,False
1.자동차_149_1.wav,10m,1.4m,122.0,82.2,좌,왼쪽,False,False,False
1.자동차_1501_1.wav,1m,6.3m,75.0,69.0,우,오른쪽,False,False,False
1.자동차_1503_1.wav,1m,5.2m,102.0,70.6,우,오른쪽,True,False,False
1.자동차_1504_1.wav,10m,6.4m,75.0,68.8,우,오른쪽,True,False,False
1.자동차_1505_1.wav,24m,5.5m,75.0,70.2,우,오른쪽,False,True,False
1.자동차_150_1.wav,10m,3.5m,89.0,74.0,우,왼쪽,False,False,False
1.자동차_1510_1.wav,1m,4.0m,108.0,73.0,우,오른쪽,True,False,False
1.자동차_1515_1.wav,10m,4.5m,102.0,72.0,우,왼쪽,False,False,False
1.자동차_1517_1.wav,18m,9.1m,70.0,65.8,우,오른쪽,False,True,False
1.자동차_1519_1.wav,30m,5.5m,76.0,70.2,우,왼쪽,False,False,False
1.자동차_151_1.wav,1m,2.1m,119.0,78.4,좌,왼쪽,True,False,False
1.자동차_1521_1.wav,10m,3.4m,113.0,74.5,좌,오른쪽,False,False,False
1.자동차_1522_1.wav,30m,3.4m,118.0,74.5,우,왼쪽,False,False,False
1.자동차_1527_1.wav,12m,5.4m,69.0,70.3,우,오른쪽,False,True,False
1.자동차_1528_1.wav,10m,5.4m,76.0,70.4,우,왼쪽,True,False,False
1.자동차_1529_1.wav,13m,4.0m,103.0,73.0,우,왼쪽,False,False,False
1.자동차_1530_1.wav,9m,4.2m,93.0,72.5,좌,오른쪽,True,False,False
1.자동차_1531_1.wav,13m,6.0m,74.0,69.5,우,왼쪽,False,True,False
1.자동차_1534_1.wav,15m,4.7m,107.0,71.5,우,왼쪽,False,False,False
1.자동차_1536_1.wav,10m,4.1m,87.0,72.7,우,오른쪽,False,False,False
1.자동차_153_1.wav,10m,3.3m,70.0,74.6,우,오른쪽,False,True,False
1.자동차_1541_1.wav,10m,4.9m,68.0,71.2,우,오른쪽,False,True,False
1.자동차_1542_1.wav,1m,6.0m,89.0,69.4,우,오른쪽,True,False,False
1.자동차_1543_1.wav,10m,4.3m,104.0,72.4,우,오른쪽,False,False,False
1.자동차_1546_1.wav,13m,6.0m,72.0,69.5,우,왼쪽,False,True,False
1.자동차_1547_1.wav,10m,7.6m,68.0,67.3,우,왼쪽,True,True,False
1.자동차_1549_1.wav,10m,5.5m,78.0,70.2,우,오른쪽,True,False,False
